"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","P3_P5","Domestic demand","VOB","Constant prices, OECD base year","2016","2016","BRL","Brazilian Real","6","Millions","2015","2015",5774689,,
"BRA","Brazil","P3_P5","Domestic demand","VOB","Constant prices, OECD base year","2017","2017","BRL","Brazilian Real","6","Millions","2015","2015",5862899.927,,
"BRA","Brazil","P3_P5","Domestic demand","VOB","Constant prices, OECD base year","2018","2018","BRL","Brazilian Real","6","Millions","2015","2015",5992224.475,,
"BRA","Brazil","B1G","Gross value added at basic prices, total activity","VOB","Constant prices, OECD base year","2015","2015","BRL","Brazilian Real","6","Millions","2015","2015",5155601,,
"BRA","Brazil","B1G","Gross value added at basic prices, total activity","VOB","Constant prices, OECD base year","2016","2016","BRL","Brazilian Real","6","Millions","2015","2015",5006081,,
"BRA","Brazil","B1G","Gross value added at basic prices, total activity","VOB","Constant prices, OECD base year","2017","2017","BRL","Brazilian Real","6","Millions","2015","2015",5068867.815,,
"BRA","Brazil","B1G","Gross value added at basic prices, total activity","VOB","Constant prices, OECD base year","2018","2018","BRL","Brazilian Real","6","Millions","2015","2015",4977400.904,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VOB","Constant prices, OECD base year","2015","2015","BRL","Brazilian Real","6","Millions","2015","2015",840186,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VOB","Constant prices, OECD base year","2016","2016","BRL","Brazilian Real","6","Millions","2015","2015",793289,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VOB","Constant prices, OECD base year","2017","2017","BRL","Brazilian Real","6","Millions","2015","2015",807258.072,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VOB","Constant prices, OECD base year","2018","2018","BRL","Brazilian Real","6","Millions","2015","2015",823037.35,,
"BRA","Brazil","DB1_GA","Statistical discrepancy","VOB","Constant prices, OECD base year","2015","2015","BRL","Brazilian Real","6","Millions","2015","2015",0,,
"BRA","Brazil","DB1_GA","Statistical discrepancy","VOB","Constant prices, OECD base year","2016","2016","BRL","Brazilian Real","6","Millions","2015","2015",0,,
"BRA","Brazil","DB1_GA","Statistical discrepancy","VOB","Constant prices, OECD base year","2017","2017","BRL","Brazilian Real","6","Millions","2015","2015",-37.816,,
"BRA","Brazil","DB1_GA","Statistical discrepancy","VOB","Constant prices, OECD base year","2018","2018","BRL","Brazilian Real","6","Millions","2015","2015",259.335,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1549669.124,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1552373.375,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1777259.12,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1645166.204,,
"BRA","Brazil","P6","Exports of goods and services","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,232488.798,,
"BRA","Brazil","P6","Exports of goods and services","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,223863.316,,
"BRA","Brazil","P6","Exports of goods and services","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,258330.741,,
"BRA","Brazil","P6","Exports of goods and services","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,280543.239,,
"BRA","Brazil","P31S14_S15","Households and Non-profit institutions serving households","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1152781.252,,
"BRA","Brazil","P31S14_S15","Households and Non-profit institutions serving households","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1153759.492,,
"BRA","Brazil","P31S14_S15","Households and Non-profit institutions serving households","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1330849.485,,
"BRA","Brazil","P31S14_S15","Households and Non-profit institutions serving households","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1238647.322,,
"BRA","Brazil","P52","Changes in inventories","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,-7644.644,,
"BRA","Brazil","P52","Changes in inventories","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,-9962.153,,
"BRA","Brazil","P52","Changes in inventories","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1374.323,,
"BRA","Brazil","P52","Changes in inventories","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,-35.853,,
"BRA","Brazil","P52_P53","Changes in inventories and acquisitions less disposals of valuables","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,-7644.644,,
"BRA","Brazil","P52_P53","Changes in inventories and acquisitions less disposals of valuables","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,-9962.153,,
"BRA","Brazil","P52_P53","Changes in inventories and acquisitions less disposals of valuables","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1374.323,,
"BRA","Brazil","P52_P53","Changes in inventories and acquisitions less disposals of valuables","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,-35.853,,
"BRA","Brazil","B2G_B3G","Gross operating surplus and gross mixed income","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,728855.332,,
"BRA","Brazil","B2G_B3G","Gross operating surplus and gross mixed income","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,732252.219,,
"BRA","Brazil","B2G_B3G","Gross operating surplus and gross mixed income","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,840246.245,,
"BRA","Brazil","B2G_B3G","Gross operating surplus and gross mixed income","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,785809.314,,
"BRA","Brazil","P3","Final consumption expenditure","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1509201.475,,
"BRA","Brazil","P3","Final consumption expenditure","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1519709.164,,
"BRA","Brazil","P3","Final consumption expenditure","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,1746893.35,,
"BRA","Brazil","P3","Final consumption expenditure","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1620022.966,,
"BRA","Brazil","B1_GI","Gross domestic product (income approach)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,1802212,,
"BRA","Brazil","B1_GI","Gross domestic product (income approach)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,1795693.266,,
"BRA","Brazil","B1_GI","Gross domestic product (income approach)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,2063514.689,,
"BRA","Brazil","B1_GI","Gross domestic product (income approach)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,1916933.708,,
"BRA","Brazil","D2_D3","Taxes less subsidies on production and imports","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,270201.634,,
"BRA","Brazil","D2_D3","Taxes less subsidies on production and imports","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,260752.872,,
"BRA","Brazil","D2_D3","Taxes less subsidies on production and imports","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,308138.2,,
"BRA","Brazil","D2_D3","Taxes less subsidies on production and imports","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,294802.814,,
"BRA","Brazil","D11VA","Agriculture, forestry and fishing (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,12830.246,,
"BRA","Brazil","D11VA","Agriculture, forestry and fishing (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,13703.152,,
"BRA","Brazil","D11VA","Agriculture, forestry and fishing (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,15731.706,,
"BRA","Brazil","D11VA","Agriculture, forestry and fishing (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,13880.521,,
"BRA","Brazil","D12VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,13037.044,,
"BRA","Brazil","D12VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,13315.046,,
"BRA","Brazil","D12VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,15110.033,,
"BRA","Brazil","D12VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,13784.184,,
"BRA","Brazil","D11VF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,30684.982,,
"BRA","Brazil","D11VF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,26250.006,,
"BRA","Brazil","D11VF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,26665.501,,
"BRA","Brazil","D11VF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,23519.186,,
"BRA","Brazil","D12VR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,3325.013,,
"BRA","Brazil","D12VR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,3319.954,,
"BRA","Brazil","D12VR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,3836.887,,
"BRA","Brazil","D12VR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,3288.335,,
"BRA","Brazil","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,311051.32,,
"BRA","Brazil","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,304634.638,,
"BRA","Brazil","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,354011.323,,
"BRA","Brazil","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,326519.163,,
"BRA","Brazil","B1GVJ","Information and communication (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,52903.234,,
"BRA","Brazil","B1GVJ","Information and communication (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,51278.696,,
"BRA","Brazil","B1GVJ","Information and communication (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,60948.061,,
"BRA","Brazil","B1GVJ","Information and communication (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,56404.721,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,149954.415,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,150947.777,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,174862.394,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,160937.084,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,124185.415,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,124650.224,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,138859.581,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,130442.195,,
"BRA","Brazil","B1GVO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,329292.902,,
"BRA","Brazil","B1GVO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,335374.645,,
"BRA","Brazil","B1GVO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,390260.738,,
"BRA","Brazil","B1GVO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,360730.705,,
"BRA","Brazil","B1GVR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,45738.014,,
"BRA","Brazil","B1GVR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,46175.459,,
"BRA","Brazil","B1GVR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,53491.435,,
"BRA","Brazil","B1GVR_U","Other service activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,50312.749,,
"BRA","Brazil","B1_GA","Gross domestic product (output approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1802212,,
"BRA","Brazil","B1_GA","Gross domestic product (output approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1884432.878,,
"BRA","Brazil","B1_GA","Gross domestic product (output approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1979461.458,,
"BRA","Brazil","B1_GA","Gross domestic product (output approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",2105302.766,,
"BRA","Brazil","D1","Compensation of employees","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",803155.033,,
"BRA","Brazil","D1","Compensation of employees","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",842355.438,,
"BRA","Brazil","D1","Compensation of employees","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",877854.204,,
"BRA","Brazil","D1","Compensation of employees","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",918503.404,,
"BRA","Brazil","B1GVC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",189609.597,,
"BRA","Brazil","B1GVC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",203263.431,,
"BRA","Brazil","B1GVC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",212227.921,,
"BRA","Brazil","B1GVC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",221655.904,,
"BRA","Brazil","D12VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",2141.631,,
"BRA","Brazil","D12VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",2413.054,,
"BRA","Brazil","D12VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",2532.985,,
"BRA","Brazil","D12VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",2438.002,,
"BRA","Brazil","D12VB_E","Industry, including energy (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",29659.103,,
"BRA","Brazil","D12VB_E","Industry, including energy (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",30775.757,,
"BRA","Brazil","D12VB_E","Industry, including energy (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",31455.067,,
"BRA","Brazil","D12VB_E","Industry, including energy (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",32535.05,,
"BRA","Brazil","P31S15","Final consumption expenditure of non-profit institutions serving households","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",26247.523,,
"BRA","Brazil","P31S15","Final consumption expenditure of non-profit institutions serving households","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",26729.954,,
"BRA","Brazil","P31S15","Final consumption expenditure of non-profit institutions serving households","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",27384.917,,
"BRA","Brazil","P31S15","Final consumption expenditure of non-profit institutions serving households","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",30735.178,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",356420.222,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",384034.181,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",399097.133,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",418851.833,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1802212,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1884432.878,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1979461.458,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",2105302.766,,
"BRA","Brazil","P5","Gross capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",313794.411,,
"BRA","Brazil","P5","Gross capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",282091.065,,
"BRA","Brazil","P5","Gross capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",289507.87,,
"BRA","Brazil","P5","Gross capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",317796.329,,
"BRA","Brazil","D12VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",31236.245,,
"BRA","Brazil","D12VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",33115.77,,
"BRA","Brazil","D12VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",35067.735,,
"BRA","Brazil","D12VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",36665.015,,
"BRA","Brazil","B11","External balance of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",-20783.886,,
"BRA","Brazil","B11","External balance of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",7531.626,,
"BRA","Brazil","B11","External balance of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",14216.519,,
"BRA","Brazil","B11","External balance of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",8290.59,,
"BRA","Brazil","D12VK","Financial and insurance activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",9824.148,,
"BRA","Brazil","D12VK","Financial and insurance activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",10794.118,,
"BRA","Brazil","D12VK","Financial and insurance activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",11283.763,,
"BRA","Brazil","D12VK","Financial and insurance activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",11449.983,,
"BRA","Brazil","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",77840.229,,
"BRA","Brazil","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",92174.275,,
"BRA","Brazil","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",91066.939,,
"BRA","Brazil","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",93062.789,,
"BRA","Brazil","D12VL","Real estate activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",401.274,,
"BRA","Brazil","D12VL","Real estate activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",445.459,,
"BRA","Brazil","D12VL","Real estate activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",520.905,,
"BRA","Brazil","D12VL","Real estate activities (ISIC rev 4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",501.968,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",88977.009,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",82715.632,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",73581.916,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",73125.035,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",61889.666,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",65572.97,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",72461.656,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",76542.927,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",129136.864,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",135791.399,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",142397.239,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",148995.566,,
"BRA","Brazil","D1VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",24470.496,,
"BRA","Brazil","D1VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",25805.671,,
