"COUNTRY","Country","COMMODITY","Commodity","VARIABLE","Variable","TIME","Time","Value","Flag Codes","Flags"
"BRA","Brazil","PM","Protein meals","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",34786.68366,,
"BRA","Brazil","PM","Protein meals","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",35.80414014,,
"BRA","Brazil","PM","Protein meals","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",36.19584911,,
"BRA","Brazil","PM","Protein meals","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",36.3045883,,
"BRA","Brazil","PM","Protein meals","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",39.77134257,,
"BRA","Brazil","PM","Protein meals","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",39.21894593,,
"BRA","Brazil","PM","Protein meals","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",17097.74497,,
"BRA","Brazil","PM","Protein meals","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",17685.25018,,
"BRA","Brazil","PM","Protein meals","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",17989.3843,,
"BRA","Brazil","PM","Protein meals","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",18580.14819,,
"BRA","Brazil","PM","Protein meals","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",19124.72045,,
"BRA","Brazil","PM","Protein meals","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",3717.486953,,
"BRA","Brazil","PM","Protein meals","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",3756.361823,,
"BRA","Brazil","PM","Protein meals","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",3795.600441,,
"BRA","Brazil","PM","Protein meals","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",3835.206445,,
"BRA","Brazil","PM","Protein meals","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",3875.18351,,
"BRA","Brazil","PM","Protein meals","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",13884.37574,,
"BRA","Brazil","PM","Protein meals","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",14244.54126,,
"BRA","Brazil","PM","Protein meals","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",14857.08134,,
"BRA","Brazil","PM","Protein meals","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",15265.97067,,
"BRA","Brazil","PM","Protein meals","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",15661.20508,,
"BRA","Brazil","PM","Protein meals","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",13848.5716,,
"BRA","Brazil","PM","Protein meals","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",14208.34541,,
"BRA","Brazil","PM","Protein meals","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",14820.77675,,
"BRA","Brazil","PM","Protein meals","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",15226.19933,,
"BRA","Brazil","PM","Protein meals","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",15621.98614,,
"BRA","Brazil","PM","Protein meals","FE","Feed, kt","2015","2015",17097.74497,,
"BRA","Brazil","PM","Protein meals","FE","Feed, kt","2016","2016",17685.25018,,
"BRA","Brazil","PM","Protein meals","FE","Feed, kt","2017","2017",17989.3843,,
"BRA","Brazil","PM","Protein meals","FE","Feed, kt","2018","2018",18580.14819,,
"BRA","Brazil","PM","Protein meals","FE","Feed, kt","2019","2019",19124.72045,,
"BRA","Brazil","VL","Vegetable oils","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",7691.708657,,
"BRA","Brazil","VL","Vegetable oils","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",7915.348696,,
"BRA","Brazil","VL","Vegetable oils","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",8134.832813,,
"BRA","Brazil","VL","Vegetable oils","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",8373.158437,,
"BRA","Brazil","VL","Vegetable oils","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",8598.10728,,
"BRA","Brazil","VL","Vegetable oils","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",446.4373348,,
"BRA","Brazil","VL","Vegetable oils","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",455.8439041,,
"BRA","Brazil","VL","Vegetable oils","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",465.4991497,,
"BRA","Brazil","VL","Vegetable oils","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",475.2907726,,
"BRA","Brazil","VL","Vegetable oils","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",494.1973065,,
"BRA","Brazil","VL","Vegetable oils","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",5858.240082,,
"BRA","Brazil","VL","Vegetable oils","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",6025.268969,,
"BRA","Brazil","VL","Vegetable oils","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",6166.531016,,
"BRA","Brazil","VL","Vegetable oils","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",6259.267256,,
"BRA","Brazil","VL","Vegetable oils","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",6343.09303,,
"BRA","Brazil","VL","Vegetable oils","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",814.0946827,,
"BRA","Brazil","VL","Vegetable oils","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",822.1951475,,
"BRA","Brazil","VL","Vegetable oils","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",830.3673487,,
"BRA","Brazil","VL","Vegetable oils","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",838.6120036,,
"BRA","Brazil","VL","Vegetable oils","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",846.9298367,,
"BRA","Brazil","VL","Vegetable oils","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",2271.876471,,
"BRA","Brazil","VL","Vegetable oils","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",2337.823166,,
"BRA","Brazil","VL","Vegetable oils","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",2425.628746,,
"BRA","Brazil","VL","Vegetable oils","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",2580.937299,,
"BRA","Brazil","VL","Vegetable oils","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",2740.893723,,
"BRA","Brazil","VL","Vegetable oils","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",1825.439136,,
"BRA","Brazil","VL","Vegetable oils","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",1881.979262,,
"BRA","Brazil","VL","Vegetable oils","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",1960.129596,,
"BRA","Brazil","VL","Vegetable oils","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",2105.646527,,
"BRA","Brazil","VL","Vegetable oils","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",2246.696417,,
"BRA","Brazil","VL","Vegetable oils","FO","Food, kt","2015","2015",3720.82984,,
"BRA","Brazil","VL","Vegetable oils","FO","Food, kt","2016","2016",3846.539483,,
"BRA","Brazil","VL","Vegetable oils","FO","Food, kt","2017","2017",3947.560374,,
"BRA","Brazil","VL","Vegetable oils","FO","Food, kt","2018","2018",4001.456257,,
"BRA","Brazil","VL","Vegetable oils","FO","Food, kt","2019","2019",4048.213192,,
"BRA","Brazil","VL","Vegetable oils","BF","Biofuel use, kt","2015","2015",2137.410242,,
"BRA","Brazil","VL","Vegetable oils","BF","Biofuel use, kt","2016","2016",2178.729487,,
"BRA","Brazil","VL","Vegetable oils","BF","Biofuel use, kt","2017","2017",2218.970642,,
"BRA","Brazil","VL","Vegetable oils","BF","Biofuel use, kt","2018","2018",2257.810999,,
"BRA","Brazil","VL","Vegetable oils","BF","Biofuel use, kt","2019","2019",2294.879839,,
"BRA","Brazil","VL","Vegetable oils","OU","Other use, kt (for Biofuels in millions of litres)","2015","2015",0,,
"BRA","Brazil","VL","Vegetable oils","OU","Other use, kt (for Biofuels in millions of litres)","2016","2016",0,,
"BRA","Brazil","VL","Vegetable oils","OU","Other use, kt (for Biofuels in millions of litres)","2017","2017",0,,
"BRA","Brazil","VL","Vegetable oils","OU","Other use, kt (for Biofuels in millions of litres)","2018","2018",0,,
"BRA","Brazil","VL","Vegetable oils","OU","Other use, kt (for Biofuels in millions of litres)","2019","2019",0,,
"BRA","Brazil","VL","Vegetable oils","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",2118.76248,,
"BRA","Brazil","VL","Vegetable oils","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",2178.800682,,
"BRA","Brazil","VL","Vegetable oils","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",2267.10401,,
"BRA","Brazil","VL","Vegetable oils","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",2354.96595,,
"BRA","Brazil","VL","Vegetable oils","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",2419.083829,,
"BRA","Brazil","VL","Vegetable oils","PC","Consumption per capita, kg","2015","2015",18.30270754,,
"BRA","Brazil","VL","Vegetable oils","PC","Consumption per capita, kg","2016","2016",18.7793832,,
"BRA","Brazil","VL","Vegetable oils","PC","Consumption per capita, kg","2017","2017",19.13435882,,
"BRA","Brazil","VL","Vegetable oils","PC","Consumption per capita, kg","2018","2018",19.26244854,,
"BRA","Brazil","VL","Vegetable oils","PC","Consumption per capita, kg","2019","2019",19.35940062,,
"BRA","Brazil","BV","Beef and veal (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",10608.25664,,
"BRA","Brazil","BV","Beef and veal (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",10705.10345,,
"BRA","Brazil","BV","Beef and veal (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",10916.49609,,
"BRA","Brazil","BV","Beef and veal (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",11061.12034,,
"BRA","Brazil","BV","Beef and veal (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",11169.34168,,
"BRA","Brazil","BV","Beef and veal (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",93.81917652,,
"BRA","Brazil","BV","Beef and veal (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",94.31357986,,
"BRA","Brazil","BV","Beef and veal (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",94.49287556,,
"BRA","Brazil","BV","Beef and veal (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",94.55949794,,
"BRA","Brazil","BV","Beef and veal (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",94.58488213,,
"BRA","Brazil","BV","Beef and veal (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",8976.07906,,
"BRA","Brazil","BV","Beef and veal (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",9069.934419,,
"BRA","Brazil","BV","Beef and veal (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",9208.506177,,
"BRA","Brazil","BV","Beef and veal (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",9320.236587,,
"BRA","Brazil","BV","Beef and veal (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",9339.610847,,
"BRA","Brazil","BV","Beef and veal (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",0,,
"BRA","Brazil","BV","Beef and veal (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",0,,
"BRA","Brazil","BV","Beef and veal (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",0,,
"BRA","Brazil","BV","Beef and veal (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",0,,
"BRA","Brazil","BV","Beef and veal (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",0,,
"BRA","Brazil","BV","Beef and veal (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",1725.996754,,
"BRA","Brazil","BV","Beef and veal (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",1729.482612,,
"BRA","Brazil","BV","Beef and veal (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",1802.482784,,
"BRA","Brazil","BV","Beef and veal (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",1835.443246,,
"BRA","Brazil","BV","Beef and veal (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",1924.315717,,
"BRA","Brazil","BV","Beef and veal (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",1632.177578,,
"BRA","Brazil","BV","Beef and veal (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",1635.169032,,
"BRA","Brazil","BV","Beef and veal (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",1707.989908,,
"BRA","Brazil","BV","Beef and veal (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",1740.883748,,
"BRA","Brazil","BV","Beef and veal (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",1829.730835,,
"BRA","Brazil","BV","Beef and veal (cwe)","CI","Cow inventory, 000 hd","2015","2015",52730.65745,,
"BRA","Brazil","BV","Beef and veal (cwe)","CI","Cow inventory, 000 hd","2016","2016",52371.83229,,
"BRA","Brazil","BV","Beef and veal (cwe)","CI","Cow inventory, 000 hd","2017","2017",52801.46068,,
"BRA","Brazil","BV","Beef and veal (cwe)","CI","Cow inventory, 000 hd","2018","2018",52529.80261,,
"BRA","Brazil","BV","Beef and veal (cwe)","CI","Cow inventory, 000 hd","2019","2019",52332.69831,,
"BRA","Brazil","BV","Beef and veal (cwe)","FO","Food, kt","2015","2015",8976.07906,,
"BRA","Brazil","BV","Beef and veal (cwe)","FO","Food, kt","2016","2016",9069.934419,,
"BRA","Brazil","BV","Beef and veal (cwe)","FO","Food, kt","2017","2017",9208.506177,,
"BRA","Brazil","BV","Beef and veal (cwe)","FO","Food, kt","2018","2018",9320.236587,,
"BRA","Brazil","BV","Beef and veal (cwe)","FO","Food, kt","2019","2019",9339.610847,,
"BRA","Brazil","BV","Beef and veal (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",6572.366737,,
"BRA","Brazil","BV","Beef and veal (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",6619.278597,,
"BRA","Brazil","BV","Beef and veal (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",6972.223818,,
"BRA","Brazil","BV","Beef and veal (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",7274.13099,,
"BRA","Brazil","BV","Beef and veal (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",7406.214783,,
"BRA","Brazil","BV","Beef and veal (cwe)","PC","Consumption per capita, kg","2015","2015",30.90724109,,
"BRA","Brazil","BV","Beef and veal (cwe)","PC","Consumption per capita, kg","2016","2016",30.99654699,,
"BRA","Brazil","BV","Beef and veal (cwe)","PC","Consumption per capita, kg","2017","2017",31.24441207,,
"BRA","Brazil","BV","Beef and veal (cwe)","PC","Consumption per capita, kg","2018","2018",31.40641712,,
"BRA","Brazil","BV","Beef and veal (cwe)","PC","Consumption per capita, kg","2019","2019",31.26477822,,
"BRA","Brazil","PK","Pigmeat (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",3429.09773,,
"BRA","Brazil","PK","Pigmeat (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",3455.583435,,
"BRA","Brazil","PK","Pigmeat (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",3523.716438,,
"BRA","Brazil","PK","Pigmeat (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",3563.889667,,
"BRA","Brazil","PK","Pigmeat (cwe)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",3622.403732,,
"BRA","Brazil","PK","Pigmeat (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",10.85508399,,
"BRA","Brazil","PK","Pigmeat (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",11.07392131,,
"BRA","Brazil","PK","Pigmeat (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",11.37685022,,
"BRA","Brazil","PK","Pigmeat (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",11.58812854,,
"BRA","Brazil","PK","Pigmeat (cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",11.81192729,,
"BRA","Brazil","PK","Pigmeat (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",2886.859284,,
"BRA","Brazil","PK","Pigmeat (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",2896.630143,,
"BRA","Brazil","PK","Pigmeat (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",2974.866261,,
"BRA","Brazil","PK","Pigmeat (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",2981.712762,,
"BRA","Brazil","PK","Pigmeat (cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",3038.083328,,
"BRA","Brazil","PK","Pigmeat (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",2.438607402,,
"BRA","Brazil","PK","Pigmeat (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",2.438607402,,
"BRA","Brazil","PK","Pigmeat (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",2.438607402,,
"BRA","Brazil","PK","Pigmeat (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",2.438607402,,
"BRA","Brazil","PK","Pigmeat (cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",2.438607402,,
"BRA","Brazil","PK","Pigmeat (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",553.0935304,,
"BRA","Brazil","PK","Pigmeat (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",570.0272125,,
"BRA","Brazil","PK","Pigmeat (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",560.2270276,,
"BRA","Brazil","PK","Pigmeat (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",593.7650338,,
"BRA","Brazil","PK","Pigmeat (cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",596.1323314,,
"BRA","Brazil","PK","Pigmeat (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",542.2384464,,
"BRA","Brazil","PK","Pigmeat (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",558.9532911,,
"BRA","Brazil","PK","Pigmeat (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",548.8501774,,
"BRA","Brazil","PK","Pigmeat (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",582.1769052,,
"BRA","Brazil","PK","Pigmeat (cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",584.3204041,,
"BRA","Brazil","PK","Pigmeat (cwe)","FO","Food, kt","2015","2015",2886.859284,,
"BRA","Brazil","PK","Pigmeat (cwe)","FO","Food, kt","2016","2016",2896.630143,,
"BRA","Brazil","PK","Pigmeat (cwe)","FO","Food, kt","2017","2017",2974.866261,,
"BRA","Brazil","PK","Pigmeat (cwe)","FO","Food, kt","2018","2018",2981.712762,,
"BRA","Brazil","PK","Pigmeat (cwe)","FO","Food, kt","2019","2019",3038.083328,,
"BRA","Brazil","PK","Pigmeat (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",3610.457632,,
"BRA","Brazil","PK","Pigmeat (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",3803.745014,,
"BRA","Brazil","PK","Pigmeat (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",3797.83723,,
"BRA","Brazil","PK","Pigmeat (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",4095.262402,,
"BRA","Brazil","PK","Pigmeat (cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",4116.736079,,
"BRA","Brazil","PK","Pigmeat (cwe)","PC","Consumption per capita, kg","2015","2015",11.07632649,,
"BRA","Brazil","PK","Pigmeat (cwe)","PC","Consumption per capita, kg","2016","2016",11.0305909,,
"BRA","Brazil","PK","Pigmeat (cwe)","PC","Consumption per capita, kg","2017","2017",11.24727158,,
"BRA","Brazil","PK","Pigmeat (cwe)","PC","Consumption per capita, kg","2018","2018",11.1957663,,
"BRA","Brazil","PK","Pigmeat (cwe)","PC","Consumption per capita, kg","2019","2019",11.33242401,,
"BRA","Brazil","PT","Poultry meat (rtc)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",14933.07964,,
"BRA","Brazil","PT","Poultry meat (rtc)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",15202.26927,,
"BRA","Brazil","PT","Poultry meat (rtc)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",15458.32255,,
"BRA","Brazil","PT","Poultry meat (rtc)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",15707.21256,,
"BRA","Brazil","PT","Poultry meat (rtc)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",16017.69088,,
"BRA","Brazil","PT","Poultry meat (rtc)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",2.173076651,,
"BRA","Brazil","PT","Poultry meat (rtc)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",2.214999576,,
"BRA","Brazil","PT","Poultry meat (rtc)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",2.257119505,,
"BRA","Brazil","PT","Poultry meat (rtc)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",2.299255816,,
"BRA","Brazil","PT","Poultry meat (rtc)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",2.341344533,,
"BRA","Brazil","PT","Poultry meat (rtc)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",10175.00894,,
"BRA","Brazil","PT","Poultry meat (rtc)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",10358.08929,,
"BRA","Brazil","PT","Poultry meat (rtc)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",10544.80784,,
"BRA","Brazil","PT","Poultry meat (rtc)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",10742.31401,,
"BRA","Brazil","PT","Poultry meat (rtc)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",10948.63849,,
"BRA","Brazil","PT","Poultry meat (rtc)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",0,,
"BRA","Brazil","PT","Poultry meat (rtc)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",0,,
"BRA","Brazil","PT","Poultry meat (rtc)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",0,,
"BRA","Brazil","PT","Poultry meat (rtc)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",0,,
"BRA","Brazil","PT","Poultry meat (rtc)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",0,,
"BRA","Brazil","PT","Poultry meat (rtc)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",4760.243777,,
"BRA","Brazil","PT","Poultry meat (rtc)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",4846.394977,,
"BRA","Brazil","PT","Poultry meat (rtc)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",4915.771829,,
"BRA","Brazil","PT","Poultry meat (rtc)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",4967.1978,,
"BRA","Brazil","PT","Poultry meat (rtc)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",5071.393732,,
"BRA","Brazil","PT","Poultry meat (rtc)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",4758.0707,,
"BRA","Brazil","PT","Poultry meat (rtc)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",4844.179977,,
"BRA","Brazil","PT","Poultry meat (rtc)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",4913.514709,,
"BRA","Brazil","PT","Poultry meat (rtc)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",4964.898544,,
"BRA","Brazil","PT","Poultry meat (rtc)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",5069.052388,,
"BRA","Brazil","PT","Poultry meat (rtc)","FO","Food, kt","2015","2015",10175.00894,,
"BRA","Brazil","PT","Poultry meat (rtc)","FO","Food, kt","2016","2016",10358.08929,,
"BRA","Brazil","PT","Poultry meat (rtc)","FO","Food, kt","2017","2017",10544.80784,,
"BRA","Brazil","PT","Poultry meat (rtc)","FO","Food, kt","2018","2018",10742.31401,,
"BRA","Brazil","PT","Poultry meat (rtc)","FO","Food, kt","2019","2019",10948.63849,,
"BRA","Brazil","PT","Poultry meat (rtc)","PC","Consumption per capita, kg","2015","2015",44.04463368,,
"BRA","Brazil","PT","Poultry meat (rtc)","PC","Consumption per capita, kg","2016","2016",44.50137727,,
"BRA","Brazil","PT","Poultry meat (rtc)","PC","Consumption per capita, kg","2017","2017",44.97865609,,
"BRA","Brazil","PT","Poultry meat (rtc)","PC","Consumption per capita, kg","2018","2018",45.50655227,,
"BRA","Brazil","PT","Poultry meat (rtc)","PC","Consumption per capita, kg","2019","2019",46.07563399,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",80.51560533,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",80.91846109,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",81.32131686,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",81.72417262,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",82.1270284,,
"BRA","Brazil","SH","Sheepmeat(cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",5.751050131,,
"BRA","Brazil","SH","Sheepmeat(cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",5.831457088,,
"BRA","Brazil","SH","Sheepmeat(cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",5.901510401,,
"BRA","Brazil","SH","Sheepmeat(cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",5.976152433,,
"BRA","Brazil","SH","Sheepmeat(cwe)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",6.048760752,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",85.80860521,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",86.39120804,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",86.95587307,,
"BRA","Brazil","SH","Sheepmeat(cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",87.5308208,,
